F1,AUC,H-measure,KS_score,Brier_score,Log_loss
0.477989337395278,0.6958258240565754,0.45535873265386617,0.6458857712106131,-0.08112172011661807,-1.0112647926847178
0.48442056792018423,0.6928455989645299,0.4887453006698187,0.6251849177150495,-0.08383090379008747,-0.948365977314306
0.49565879664889567,0.7018583332443546,0.46645173591696154,0.6354188150328595,-0.08340524781341106,-0.9787571075799907
0.4901173563928351,0.7036242785470216,0.46734751564837085,0.6464287059000715,-0.08435131195335277,-0.9797996114501658
0.48231511254019294,0.7014934739308466,0.4753606910930568,0.6188738430667551,-0.08204737609329446,-1.0186595255311508
